Product_Name,MicroCenter_SKU,BestBuy_SKU,GameStop_SKU,Adorama_SKU,BH_SKU,Amazon_SKU
ASUS GeForce GTX 1660 Super TUF OC 6GB GDDR6 PCIe 3.0 Graphics Card,55160.0,6405063,,,ASDG166SO6GE,
Gigabyte AMD Radeon RX 6900 XT Gaming OC 16GB GDDR6 PCIe 4.0 Graphics Card,276071.0,6453896,,,,B08R6M3JPS
MSI GeForce RTX 3090 Gaming X Trio 24GB GDDR6X PCIe 4.0 Graphics Card,173005.0,6468863,242870,MSIG390GXT24,MSG3090GXT24,B097YZFT5K
ASUS NVIDIA GeForce RTX 3080 ROG Strix V2 Gaming OC 10GB GDDR6X PCIe 4.0 Graphics Card,307330.0,6432445,234466,ASRX3080O10G,ASRSR3080OW2,
Gigabyte NVIDIA GeForce RTX 3070 Ti AORUS Master OC 8GB GDDR6X PCIe 4.0 Graphics Card,287250.0,6467788,,,GIG3070IAM8,
EVGA GeForce RTX 3080 XC3 Ultra Gaming 10GB GDDR6X PCIe 4.0 Graphics Card,173047.0,6432400,,EV10G53881KR,,B09CLX9JB9
MSI AMD Radeon RX 6800 XT GAMING X TRIO OC 16GB GDDR6 PCIe 4.0 Graphics Card,220525.0,6442077,,MSIR6800GX16,MSR6800XTGXT,
MSI NVIDIA GeForce RTX 3060 Ti VENTUS 2X OC 8GB GDDR6 PCIe 4.0 Graphics Card,297143.0,6441172,,,,
MSI GeForce GTX 1660 Super Gaming X OC PCIe 3.0 Graphics Card,42028.0,6389333,,,,
Gigabyte GeForce RTX 3090 Eagle OC 24GB GDDR6X PCIe 4.0 Graphics Card,174128.0,6430624,,,,
Gigabyte AMD Radeon RX 6900 XT AORUS Master OC 16GB GDDR6 PCIe 4.0 Graphics Card,278903.0,6453894,,,,B083HZ3M1X
MSI AMD Radeon RX 6900 XT Gaming X Trio 16GB GDDR6 PCIe 4.0 Graphics Card,239541.0,6444358,,,MSR6900XTGXT,B096M7NPNP
Gigabyte GeForce RTX 3070 Gaming OC 8GB GDDR6 PCIe 4.0 Graphics Card,194647.0,6437909,,,GIR3070GOC8,B09G998SNG
Gigabyte NVIDIA GeForce RTX 3080 Ti Eagle OC 12GB GDDR6X PCIe 4.0 Graphics Card,307306.0,6430621,,,GIGVN308EOC,
MSI NVIDIA GeForce RTX 3060 Gaming X OC 12GB GDDR6 PCIe 4.0 Graphics Card,234864.0,6476229,314689,MSIG3060GX12,,B09GZHNKBP
MSI NVIDIA GeForce RTX 3070 Ventus 2X OC 8GB GDDR6 PCIe 4.0 Graphics Card,311027.0,6462266,,,,
MSI GeForce RTX 3070 Gaming X Trio 8GB GDDR6 PCIe 4.0 Graphics Card,193243.0,6438279,242881,,MSGR3070GXT,B097MYTZMW
MSI GeForce GTX 1660 Ti Gaming X OC 6GB GDDR6 PCIe 3.0 Graphics Card,897272.0,6330461,314676,,,
MSI AMD Radeon RX 6800 GAMING X TRIO OC 16GB GDDR6 PCIe 4.0 Graphics Card,220517.0,6447182,,,,
MSI AMD Radeon RX 6700 XT MECH 2X OC 12GB GDDR6 PCIe 4.0 Graphics Card,250027.0,6457632,,,,
Gigabyte AMD Radeon RX 6600 XT Gaming OC 8GB GDDR6 PCIe 4.0 Graphics Card,311894.0,6475153,,,,
ASUS NVIDIA GeForce RTX 3060 TUF Gaming V2 OC 12GB GDDR6 PCIe 4.0 Graphics Card,294991.0,6460665,,AS90YV0GC0M0,AST3060O122G,B0985VND1G
EVGA NVIDIA GeForce RTX 3060 Ti XC Gaming 8GB GDDR6 PCIe 4.0 Graphics Card,291583.0,6444444,,EV8GP53663KL,,
Gigabyte NVIDIA GeForce RTX 3060 Ti Gaming Rev 2 OC 8GB GDDR6 PCIe 4.0 Graphics Card,309930.0,6442484,,,GIR3060TGOP8,
MSI GeForce RTX 3070 Ventus 2X OC 8GB GDDR6 PCIe 4.0 Graphics Card,193268.0,6438278,,,,
ASUS NVIDIA GeForce RTX 3080 ROG Strix V2 Gaming  OC 10GB GDDR6X PCIe 4.0 Graphics Card,307348.0,6475238,,ASRX3080O10G,,
MSI AMD Radeon RX 6700 XT MECH 2X 12GB GDDR6 PCIe 4.0 Graphics Card,250035.0,6456926,,,,
MSI NVIDIA GeForce RTX 3080 Ti Ventus 3X OC  12GB GDDR6X PCIe 4.0 Graphics Card,283721.0,6472637,,,MSG308TV3X12,
PNY XLR8 Gaming Single Fan NVIDIA GeForce GTX 1660 SUPER Overclocked Edition 6GB GDDR6 PCIe 3.0 Graphics Card ,,6407309,263328,,PNG16606GO,
NVIDIA GeForce Founder Edition RTX 3060 Ti 8GB GDDR6 PCIe 4.0 Graphics Card ,,6439402,,,,
XFX SPEEDSTER QICK308 AMD Radeon RX 6600 XT 8GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6478369,,,XFRX66XT8LBD,
NVIDIA GeForce Founder Edition RTX 3080 10GB GDDR6X PCIe 4.0 Graphics Card ,,6429440,,,,B095XZMSPB
MSI Geforce RTX 3080 Ti Ventus 12GB OC GDDR6X PCIe 4.0 Graphic Card,,6472637,,,,
NVIDIA GeForce Founder Edition RTX 3080 Ti 12GB GDDR6X PCIe 4.0 Graphics Card ,,6462956,,,,
MSI NVIDIA Geforce RTX 3060TI VENTUS3X 8G OC 8GB GDDR6 PCIe 4.0 Graphic Card ,,6480307,,,,
MSI NVIDIA Geforce RTX 3060 Ti VENTUS 2X 8G OCV1 8GB GDDR6 PCIe 4.0 Graphics Card ,,6471286,,,,
GIGABYTE NVIDIA GeForce RTX 3060 Ti EAGLE OC 8G GDDR6 PCIe 4.0 Graphics Card,,6471951,,,GIGF3060EOC,B09DR6D4MK
GIGABYTE NVIDIA GeForce RTX 3060 Ti AORUS EAGLE 8G GDDR6 PCIe 4.0 Graphics Card,,6479686,,,,
ASUS NVIDIA GeForce RTX 3080TI 12GB GDDR6 PCIe 4.0 Graphics Card ,,6466931,,,,
NVIDIA GeForce Founder Edition RTX 3090 24GB GDDR6X PCIe 4.0 Graphics Card ,,6429434,,,,B08HR6ZBYJ
XFX Speedster MERC319 AMD Radeon RX 6900 XT 16GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6449499,,,XFM319AR67XB,B08SVZNFWR
XFX Speedster QICK319 AMD Radeon RX 6700 XT 12GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6460664,,,XFR67XTYPBDP,B091ZKN2RV
NVIDIA GeForce Founder Edition RTX 3070 Ti 8GB GDDR6X PCIe 4.0 Graphics Card ,,6465789,,,,
PNY NVIDIA GeForce RTX 3060 12GB XLR8 Gaming REVEL EPIC X RGB Single Fan Graphics Card,,6454318,,,PNR306012RES,
MSI NVIDIA Geforce RTX 3080 VENTUS 3X PLUS 10G OC 10GB GDDR6X PCIe 4.0 Graphic Card ,,6480306,,,,B09F3W9RZK
NVIDIA GeForce Founder Edition RTX 3070 8GB GDDR6 PCIe 4.0 Graphics Card ,,6429442,,,,B092C6MHMX
GIGABYTE NVIDIA GeForce RTX 3080 Ti VISION OC 12GB GDDR6X PCIe 4.0 Graphics Card,,6466564,,,GIGVN308V,
GIGABYTE NVIDIA GeForce RTX 3070TI VISION OC 8GB GDDR6X PCIe 4.0 Graphics Card ,,6467785,,,GIG3070IVOC8,
PNY GeForce GT1030 2GB PCI E 3.0 Graphics Card ,,5901353,263325,,PNGT10302,
XFX Speedster MERC319 AMD Radeon RX 6700 XT 12GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6457619,,,,
EVGA RTX 3080 XC3 ULTRA GAMING 10G P5 3885 KH PCIe 4.0 ,,6471615,,,,
PNY GeForce GT 710 2GB PCIe 2.0 Graphics Card ,,5092306,,,,
GIGABYTE NVIDIA GeForce RTX 3060 Ti GAMING OC PRO 8G GDDR6 PCIe 4.0 Graphics Card,,6471952,,,,B098PJNWKD
ASUS TUF RTX3060TI V2 8GB GDDR6 PCIe 4.0 Graphics Card,,6475237,,,,
PNY GeForce GT 730 2GB DDR3 Single Fan Graphics Card,,6471621,,,,
ASUS NVIDIA GeForce TUF RTX3070 V2 8GB GDDR6 PCIe 4.0 Graphics Card ,,6475226,264501,ASTR3070O8G,,
GIGABYTE NVIDIA GeForce RTX 3080 GAMING OC 10GB GDDR6X PCIe 4.0 Graphics Card,,6471960,,,GI3080GO10GD,B098TZ3RMZ
EVGA GeForce RTX 3090 XC3 ULTRA GAMING 24GB GDDR6 PCIe 4.0 Graphics Card,,6434198,,EV24GP5975KR,,
ASUS TUF RTX3070TI 8GB GDDR6X PCIe 4.0 Graphics Card ,,6467840,,,,
GIGABYTE NVIDIA GeForce RTX 3070TI EAGLE 8GB GDDR6X PCIe 4.0 Graphics Card ,,6467782,,,,
MSI NVIDIA Geforce RTX 3070 VENTUS 2X 8G OC 8GB GDDR6 PCIe 4.0 Graphic Card ,,6480308,,,,
ASUS TUF RTX3080TI 12GB GDDR6 PCIe 4.0 Graphics Card ,,6466932,,,,
MSI NVIDIA Geforce RTX 3080 Ti Gaming X Trio 12GB GDDR6X PCIe 4.0 Graphic Card,,6465803,,,,B095VZ6F73
XFX SPEEDSTER MERC308 AMD Radeon RX 6600 XT 8GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6474545,,,,
GIGABYTE NVIDIA GeForce RTX 3080 VISION OC 10GB GDDR6X PCIe 4.0 Graphics Card,,6471957,,,,
ASUS NVIDIA GeForce RTX 3070TI 8GB GDDR6X PCIe 4.0 Graphics Card ,,6467838,,,,
ASUS TUF Gaming NVIDIA® GeForce RTX™ 3060 12GB GDDR6 PCIe 4.0 Graphics Card ,,6460666,,,,
XFX SPEEDSTER SWFT210 AMD Radeon RX 6600 XT 8GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6474557,,,,
EVGA SUPER SC ULTRA GAMING NVIDIA GeForce GTX 1650 SUPER 4GB GDDR6 PCIe 3.0 Graphics Card ,,6412939,310450,,,
EVGA GeForce RTX 3070 XC3 ULTRA GAMING 8GB GDDR6 PCIe 4.0 Graphics Card,,6439299,310452,EV08GP53751K,,
GIGABYTE NVIDIA GeForce GTX 1650 4GB GDDR5 PCIe 3.0 Graphics Card ,,6409179,,,GIG1650O4,
MSI AMD Radeon RX 5500 XT 8GB GDDR6 PCIe 4.0 Graphics Card ,,6397797,,,,
NVIDIA GeForce Founder Edition RTX NVLINK BRIDGE for 3090 Cards Space Gray,,6441554,,,,
XFX AMD Radeon RX 6700 XT 12GB GDDR6 PCIe 4.0 Gaming Graphics Card Gray/,,6457624,,,,
GIGABYTE NVIDIA GeForce GTX 1660 SUPER OC Edition 6GB GDDR6 PCIe 3.0 Graphics Card ,,6409171,,,,
ASUS TUF RTX3060TI 8GB GDDR6 PCIe 4.0 Graphics Card,,6452573,,,,
GIGABYTE NVIDIA GeForce GT 1030 2GB GDDR5 PCIe 3.0 Graphics Card ,,6409183,,,,
GIGABYTE NVIDIA GeForce GTX 1650 SUPER OC Edition 4GB GDDR6 PCIe 3.0 Graphics Card ,,6409188,,,GIG1650O4R2G,
GIGABYTE NVIDIA GeForce RTX 3070 EAGLE 8GB GDDR6 PCIe 4.0 Graphics Card,,6437912,,,GIG3070IE8,B09CS2YXTY
PNY NVIDIA GeForce GTX 1060 6GB GDDR5 PCIe 3.0 Graphics Card ,,5507806,,,,
GIGABYTE NVIDIA GeForce GTX 1660 Ti 6GB GDDR6 PCIe 3.0 Graphics Card ,,6409180,,,,
MSI NVIDIA GeForce GTX 1650 SUPER 4GB GDDR6 PCIe 3.0 Graphics Card ,,6397798,314682,,,
MSI NVIDIA Geforce RTX 3080 VENTUS 3X 10G OC BV GDDR6X PCIe 4.0 Graphic Card ,,6430175,242868,,,
ASUS NVIDIA GeForce ROG STRIX RTX3070 V2 8GB GDDR6 PCIe 4.0 Graphics Card ,,6475228,264495,,,B0985S4F6J
PNY GeForce RTX 3080 Ti 12GB XLR8 Gaming REVEL EPIC X RGB Triple Fan Graphics Card,,6467289,,,PNR3080T12RE,
GIGABYTE NVIDIA GeForce RTX 3070 EAGLE OC 8GB GDDR6 PCIe 4.0 Graphics Card,,6471958,,,GIG3070IEOC8,
GIGABYTE NVIDIA GeForce RTX 3060 GAMING OC 12GB GDDR6 PCIe 4.0 Graphics Card,,6454688,,,,
GIGABYTE NVIDIA GeForce RTX 3060 EAGLE OC 12GB GDDR6 PCIe 4.0 Graphics Card,,6454689,,,GIGFN3060E,
GIGABYTE AMD Radeon RX 6800 XT AORUS MASTER 16GB GDDR6 PCIe 4.0 Graphics Card,,6453895,,,,B083GT6Q25
MSI AMD Radeon RX 6900 XT 16G GDDR6 PCIe 4.0 Graphics Card ,,6444716,,,,B08W2GPR62
ASUS NVIDIA GeForce TUF RTX3070 8GB GDDR6 PCIe 4.0 Graphics Card ,,6439128,,,,
GIGABYTE NVIDIA GeForce RTX 3070 VISION OC 8GB GDDR6 PCIe 4.0 Graphics Card,,6439385,,,GIGR3070VO8,
XFX AMD Radeon™ RX 6800XT 16GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6441226,,,,
GIGABYTE AMD Radeon RX 6900 XT 16G GAMING OC GDDR6 PCIe 4.0 Graphics Card ,,6468934,,,,
ASUS NVIDIA GeForce ROG STRIX RTX3070 8GB GDDR6 PCIe 4.0 Graphics Card ,,6439127,,,,
MSI AMD Radeon RX 6800 16G 16GB GDDR6 PCIe 4.0 Graphics Card ,,6441020,,,,
GIGABYTE NVIDIA GeForce RTX 3090 AORUS MASTER 24GB GDDR6X PCIe 4.0 Graphics Card,,6437910,,,,B08R5D3374
MSI AMD Radeon RX 6800 XT 16G 16GB GDDR6 PCIe 4.0 Graphics Card ,,6440913,,,,B08RJ6YBH5
MSI AMD Radeon RX 5600 XT MECH OC 6GB GDDR6 PCIe 4.0 Graphics card ,,6430143,,,,
GIGABYTE NVIDIA GeForce GTX 1660 OC Edition 6GB GDDR5 PCIe 3.0 Graphics Card ,,6409181,,,,
XFX Speedster QICK 319 AMD Radeon RX 6800 16GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6453267,,,XFRX6800QBK,
GIGABYTE NVIDIA GeForce RTX 3060 Ti EAGLE OC 8G GDDR6 PCIe 4.0 Graphics Card ,,6442485,,,,
XFX Merc 319 AMD Radeon™ RX 6800XT 16GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6442585,,,XFR68XTACBD9,
XFX Speedster MERC319 AMD Radeon™ RX 6800 16GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6444357,,,XFR68XLATBD9,B08NX14LV1
MSI MECH OC AMD Radeon RX 5700 XT 8GB GDDR6 PCIe 4.0 Graphics Card ,,6374966,,,,
XFX AMD Radeon RX 570 RS Edition 8GB GDDR5 PCIe 3.0 Graphics Card /Red,,6202343,,,,
MSI NVIDIA Geforce RTX 3060ti Gaming Z 8G 8GB GDDR6 PCIe 4.0 Graphics Card ,,6476230,,,,
XFX AMD Radeon RX 5600 XT RAW II PRO 6GB GDDR6 PCIe 4.0 Graphics Card,,6398005,,,,
XFX Speedster SWFT309 AMD Radeon RX 6700 XT 12GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6457626,,,,
XFX AMD Radeon RX 580 GTS Edition 8GB GDDR5 PCIe 3.0 Graphics Card ,,6092641,,,,
XFX THICC II Pro AMD Radeon RX 5500 XT 8GB GDDR6 PCIe 4.0 Graphics Card ,,6395411,,,,
XFX Speedster MERC319 AMD Radeon RX 6800 XT CORE 16GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6453268,,,XFARR6800XTC,B08TJ2BHCQ
XFX Speedster MERC319 AMD Radeon RX 6900 XT Ultra 16GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6445157,,,XFR69XTACUD9,B08Q9SCPGD
XFX Speedster SWFT 319 AMD Radeon RX 6900 XT 16GB GDDR6 PCIe 4.0 Gaming Graphics Card ,,6482512,,,XFX69XTACBD9,
GIGABYTE NVIDIA GeForce RTX 3070TI EAGLE OC 8GB GDDR6X PCIe 4.0 Graphics Card ,,6467781,,,,
EVGA SC ULTRA GAMING NVIDIA GeForce GTX 1660 Ti 6GB GDDR6 PCIe 3.0 Graphics Card ,,6373500,,,,
GIGABYTE NVIDIA GeForce RTX 3080 AORUS MASTER 10GB (Rev 2.0) GDDR6X PCIe 4.0 Graphics Card,,6462198,,,,
XFX AMD Radeon RX 5700 XT RAW II 8GB GDDR6 PCIe 4.0 Graphics Card with Zero dB ,,6375963,,,,
PNY XLR8 Gaming Single Fan NVIDIA GeForce GTX 1650 SUPER Overclocked Edition 4GB GDDR6 PCIe 3.0 Graphics Card ,,6407305,263327,,PNG1650SSFO,
EVGA GeForce RTX 2080 XC GAMING 8GB GDDR6 PCIe 3.0 Graphics Card with Dual HDB Fans &amp RGB LED,,6290681,,,,
Package XFX AMD Radeon RX 5600 XT RAW II PRO 6GB GDDR6 PCIe 4.0 Graphics Card and Valve Steam Wallet 50 Gift Card Multi,,None,,,,
ASUS NVIDIA GeForce RTX 3060 Ti V2 Mini OC 8GB GDDR6 PCIe 4.0 Graphics Card,319236.0,,,,ASDR3060TOG2,
MSI NVIDIA GeForce RTX 3080 Ti Ventus 3X OC 12GB GDDR6X PCIe 4.0 Graphics Card,283721.0,,,,,
Zotac NVIDIA GeForce RTX 3080 Ti AMP Holo 12GB GDDR6X PCIe 4.0 Graphics Card,286245.0,,,,,B08V1ZWGVR
ASUS NVIDIA GeForce RTX 3060 Ti ROG Strix OC 8GB GDDR6 PCIe 4.0 Graphics Card,310193.0,,,,ASR3060TO82G,
ASUS NVIDIA GeForce RTX 3090 ROG Strix  OC 24GB GDDR6X PCIe 4.0 Graphics Card,213793.0,,233678,ASRX3090O24G,,
EVGA GeForce RTX 3090 FTW3 Ultra 24GB GDDR6X PCIe 4.0 Graphics Card,177923.0,,,EV24GP5987KR,,B09HJS8XQW
ASUS NVIDIA GeForce RTX 3080 Ti ROG Strix LC OC Hybrid Cooled 12GB GDDR6 PCIe 4.0 Graphics Card,292763.0,,,,,
ASUS NVIDIA GeForce RTX 3070 ROG Strix V2 OC 8GB GDDR6 PCIe 4.0 Graphics Card,295014.0,,,,,
PowerColor AMD Radeon RX 6700 XT Red Devil 12GB GDDR6 PCIe 4.0 Graphics Card,247882.0,,,,,B08Y934HZQ
EVGA NVIDIA GeForce RTX 3070 Ti FTW3 Ultra Gaming 8GB GDDR6X PCIe 4.0 Graphics Card,287342.0,,304747,EV8GP53797KL,,
Gigabyte NVIDIA GeForce RTX 3080 Xtreme OC 10GB GDDR6X PCIe 4.0 Graphics Card,300525.0,,,,GIAGR3080X10,
ASUS NVIDIA GeForce RTX 3070 Ti ROG Strix OC 8GB GDDR6X PCIe 4.0 Graphics Card,283184.0,,,AS90YV0GWMAA,ASROGRTX3070,B096YQ6WVW
ASUS NVIDIA GeForce RTX 3060 Ti KO OC 8GB GDDR6 PCIe 4.0 Graphics Card,310201.0,,,,,
PowerColor AMD Radeon 6800 XT Red Devil OC 16GB GDDR6 PCIe 4.0 Graphics Card,228130.0,,,,,B08T9H18TJ
ASUS GeForce RTX 2060 Dual OC 6GB GDDR6 PCIe 3.0 Graphics Card,40196.0,,,,ASDR2060O6GE,
ASUS AMD Radeon RX 6700 XT TUF OC 12GB GDDR6 PCIe 4.0 Graphics Card,248781.0,,264499,AS90YVG80MAA,ASTUFRX6700X,
ASUS Radeon RX 6800 XT TUF Gaming OC 16GB GDDR6 PCIe 4.0 Graphics Card,210351.0,,,,ASTFRX68O16G,B08P3ZN62G
PowerColor AMD Radeon RX 6700 XT Fighter 12GB GDDR6 PCIe 4.0 Graphics Card,247940.0,,,,,
MSI GeForce GTX 1650 Ventus XS OC 4GB GDDR5 PCIe 3.0 Graphics Card,935700.0,,314685,,MSG1650D6VXO,
ASUS NVIDIA GeForce RTX 3070 Dual OC 8GB GDDR6 PCIe 4.0 Graphics Card,310185.0,,,,,
ASUS AMD Radeon RX 6600 XT Dual OC 8GB GDDR6 PCIe 4.0 Graphics Card,308361.0,,,,,
PowerColor AMD Radeon RX 6900 XT Red Devil OC 16GB GDDR6 PCIe 4.0 Graphics Card,221085.0,,,,,B08Q2R71CS
Sapphire Technology AMD Radeon RX 6700 XT Pulse OC 12GB GDDR6 PCIe 4.0 Graphics Card,320739.0,,,,,
Zotac NVIDIA GeForce GTX 1660 Twin Fan 6GB GDDR5 PCIe 3.0 Graphics Card,324103.0,,,,ZOT16600K10M,
PowerColor AMD Radeon RX 6900 XT Ultimate Red Devil OC 16GB GDDR6 PCIe 4.0 Graphics Card,264374.0,,,,,B09258PCFS
ASUS NVIDIA GeForce RTX 3070 TUF Gaming V2 OC 8GB GDDR6 PCIe 4.0 Graphics Card,294983.0,,264493,,,
Sapphire Technology AMD Radeon RX 6600 XT Nitro Plus OC 8GB GDDR6 PCIe 4.0 Graphics Card,308320.0,,,,,
Sapphire Technology AMD Radeon RX 6600 XT Pulse OC 8GB GDDR6 PCIe 4.0 Graphics Card,308338.0,,,,,
ASUS GeForce GTX 1650 TUF Gaming OC 4GB GDDR6 PCIe 3.0 Graphics Card,167668.0,,,,,
ASUS NVIDIA GeForce RTX 3070 ROG Strix  V2 OC 8GB GDDR6 PCIe 4.0 Graphics Card,319194.0,,,,,
MSI GeForce RTX 3090 SUPRIM X OC 24GB GDDR6X PCIe 4.0 Graphics Card,207779.0,,,,MSR3090SPX24,
ASUS NVIDIA GeForce RTX 3070 KO V2 OC 8GB GDDR6 PCIe 4.0 Graphics Card,307314.0,,,ASKOR37O8GV2,,
PNY 4ro P2200 5GB GDDR5X PCIe 3.0 Graphics Card,182022.0,,,,PNNQP2200,
ASUS NVIDIA GeForce RTX 3080 Ti ROG Strix OC 12GB GDDR6X PCIe 4.0 Graphics Card,279869.0,,,ASTRIX3080TI,ASROGRTX3080,B09HJS8XQW
ASUS NVIDIA GeForce GTX 1660 Phoenix OC 6GB GDDR5 PCIe 3.0 Graphics Card,292771.0,,,,ASPHG1660O6G,
MSI NVIDIA GeForce GTX 1050 Ti OC 4GB GDDR5 PCIe 3.0 Graphics Card,222364.0,,,,,
